Count;Index;Original filename;Current filename;Bitrate;Reference;DMOS;PSNR;SSIM;MS-SSIM
456;230;coinsinfountain.bmp;img230.bmp;"0.18796
";0;59.50052273961641;15.74963092803955;0.5525351166725159;0.6496408581733704
338;112;coinsinfountain.bmp;img112.bmp;"0
";1;0.0;inf;1.0;1.0
408;182;coinsinfountain.bmp;img182.bmp;"0
";1;0.0;0.0;0.0;0.0
265;39;dancers.bmp;img39.bmp;"0.60116
";0;54.04967815819876;17.04323959350586;0.731982409954071;0.8593418002128601
267;41;dancers.bmp;img41.bmp;"0.43061
";0;60.57822644571531;16.854291915893555;0.6770100593566895;0.8246197700500488
287;61;dancers.bmp;img61.bmp;"2.6988
";0;25.77050586046477;19.7342586517334;0.8911576271057129;0.9518723487854004
345;119;dancers.bmp;img119.bmp;"1.2678
";0;34.14049053294782;18.270170211791992;0.8191893696784973;0.918635368347168
412;186;dancers.bmp;img186.bmp;"0.24753
";0;58.7879445095596;16.593582153320312;0.5777440667152405;0.7279497981071472
413;187;dancers.bmp;img187.bmp;"0.24753
";0;59.859053210954166;16.593582153320312;0.5777440667152405;0.7279497981071472
294;68;dancers.bmp;img68.bmp;"0
";1;0.0;inf;1.0;1.0
381;155;dancers.bmp;img155.bmp;"0
";1;0.0;0.0;0.0;0.0
253;27;flowersonih35.bmp;img27.bmp;"0.92722
";0;43.0162175344564;18.481098175048828;0.7990095615386963;0.8874557614326477
300;74;flowersonih35.bmp;img74.bmp;"2.9792
";0;23.473046983979113;19.875049591064453;0.8952584266662598;0.9335489273071289
305;79;flowersonih35.bmp;img79.bmp;"0.27056
";0;80.88636722069373;16.62180519104004;0.5905106067657471;0.7220750451087952
360;134;flowersonih35.bmp;img134.bmp;"0.46309
";0;51.038266406548644;17.68855094909668;0.7010937333106995;0.8291258811950684
424;198;flowersonih35.bmp;img198.bmp;"1.769
";0;25.005853431257847;19.05356788635254;0.8554530143737793;0.9135904312133789
455;229;flowersonih35.bmp;img229.bmp;"0.50574
";0;51.40118852850061;17.684980392456055;0.7155222296714783;0.8375169634819031
341;115;flowersonih35.bmp;img115.bmp;"0
";1;0.0;inf;1.0;1.0
351;125;flowersonih35.bmp;img125.bmp;"0
";1;0.0;0.0;0.0;0.0
276;50;house.bmp;img50.bmp;"0.28831
";0;58.66222271567119;30.15380096435547;0.8311265110969543;0.9189479947090149
277;51;house.bmp;img51.bmp;"0.56641
";0;39.51151909245588;32.82365417480469;0.898623526096344;0.9665746688842773
301;75;house.bmp;img75.bmp;"0.32699
";0;54.700999698833805;30.47789764404297;0.8448794484138489;0.9292504787445068
346;120;house.bmp;img120.bmp;"1.4029
";0;23.20315084865464;35.5555534362793;0.9533618092536926;0.9883577227592468
373;147;house.bmp;img147.bmp;"0.15798
";0;64.17863284396779;26.010086059570312;0.7124056816101074;0.7581796646118164
377;151;house.bmp;img151.bmp;"1.8851
";0;21.024488372894925;36.8434944152832;0.9659654498100281;0.9917347431182861
386;160;house.bmp;img160.bmp;"0.15798
";0;61.715141783360664;26.010086059570312;0.7124056816101074;0.7581796646118164
280;54;house.bmp;img54.bmp;"0
";1;0.0;0.0;0.0;0.0
366;140;house.bmp;img140.bmp;"0
";1;0.0;0.0;0.0;0.0
270;44;lighthouse.bmp;img44.bmp;"0.42931
";0;45.678714739085265;27.083873748779297;0.8722136616706848;0.944098949432373
283;57;lighthouse.bmp;img57.bmp;"2.6187
";0;17.90242445870529;33.702232360839844;0.9761486649513245;0.9927091598510742
312;86;lighthouse.bmp;img86.bmp;"0.3919
";0;48.670801401930504;26.565824508666992;0.8624725937843323;0.9354235529899597
357;131;lighthouse.bmp;img131.bmp;"0.18537
";0;59.07206937353145;22.214487075805664;0.7402200698852539;0.7730121612548828
387;161;lighthouse.bmp;img161.bmp;"0.19213
";0;59.3594312419867;22.2142276763916;0.7455429434776306;0.7780047059059143
457;231;lighthouse.bmp;img231.bmp;"1.2943
";0;22.894316448180156;30.876567840576172;0.9471067786216736;0.9842467308044434
229;3;lighthouse.bmp;img3.bmp;"0
";1;0.0;inf;1.0;1.0
428;202;lighthouse.bmp;img202.bmp;"0
";1;0.0;0.0;0.0;0.0
290;64;lighthouse2.bmp;img64.bmp;"2.2014
";0;21.915037325403436;35.9659538269043;0.9748420715332031;0.9927975535392761
295;69;lighthouse2.bmp;img69.bmp;"0.40802
";0;52.89066029707622;27.941099166870117;0.8749459385871887;0.9452719688415527
323;97;lighthouse2.bmp;img97.bmp;"2.607
";0;23.359332150647557;36.950435638427734;0.9800675511360168;0.9943642020225525
367;141;lighthouse2.bmp;img141.bmp;"1.2186
";0;23.752905819140917;32.77177429199219;0.9529443383216858;0.9857531189918518
407;181;lighthouse2.bmp;img181.bmp;"0.22353
";0;53.561317903958724;24.700580596923828;0.7921817302703857;0.8631515502929688
458;232;lighthouse2.bmp;img232.bmp;"0.17114
";0;60.55254514620187;23.870800018310547;0.7319572567939758;0.797478199005127
321;95;lighthouse2.bmp;img95.bmp;"0
";1;0.0;inf;1.0;1.0
359;133;lighthouse2.bmp;img133.bmp;"0
";1;0.0;0.0;0.0;0.0
259;33;manfishing.bmp;img33.bmp;"0.56739
";0;48.86232626758251;21.100536346435547;0.8649622797966003;0.9538326859474182
318;92;manfishing.bmp;img92.bmp;"0.42286
";0;52.7238085826388;20.552143096923828;0.8211906552314758;0.9285226464271545
319;93;manfishing.bmp;img93.bmp;"0.33917
";0;59.76883361021454;20.621740341186523;0.7740578055381775;0.8955993056297302
361;135;manfishing.bmp;img135.bmp;"1.6232
";0;21.368637366413928;23.880388259887695;0.9575565457344055;0.9895762801170349
374;148;manfishing.bmp;img148.bmp;"0.21134
";0;60.59906715887066;19.484724044799805;0.6603955626487732;0.8116939067840576
400;174;manfishing.bmp;img174.bmp;"0.95764
";0;25.92338626222032;22.977981567382812;0.9211326241493225;0.9781648516654968
340;114;manfishing.bmp;img114.bmp;"0
";1;0.0;inf;1.0;1.0
419;193;manfishing.bmp;img193.bmp;"0
";1;0.0;0.0;0.0;0.0
244;18;monarch.bmp;img18.bmp;"0.32107
";0;51.843326801611454;25.276836395263672;0.8830967545509338;0.9154343605041504
320;94;monarch.bmp;img94.bmp;"0.77547
";0;29.627781811760766;30.216554641723633;0.9526312947273254;0.9780943393707275
322;96;monarch.bmp;img96.bmp;"2.6482
";0;22.21876534984031;37.0838737487793;0.9865226745605469;0.99568110704422
396;170;monarch.bmp;img170.bmp;"0.1814
";0;56.267204501611914;20.922855377197266;0.7645466923713684;0.7737364768981934
404;178;monarch.bmp;img178.bmp;"0.60179
";0;28.60678393478814;28.902006149291992;0.9403679966926575;0.9693635106086731
435;209;monarch.bmp;img209.bmp;"0.1814
";0;58.698768936850534;20.922855377197266;0.7645466923713684;0.7737364768981934
274;48;monarch.bmp;img48.bmp;"0
";1;0.0;inf;1.0;1.0
437;211;monarch.bmp;img211.bmp;"0
";1;0.0;0.0;0.0;0.0
234;8;ocean.bmp;img8.bmp;"0.881
";0;29.32258917828471;36.28278732299805;0.9521252512931824;0.989213764667511
256;30;ocean.bmp;img30.bmp;"3.3364
";0;23.81928622014108;42.240966796875;0.9925795197486877;0.9980552792549133
324;98;ocean.bmp;img98.bmp;"0.81917
";0;33.17487452965549;35.87744140625;0.9483117461204529;0.9880077838897705
369;143;ocean.bmp;img143.bmp;"1.4233
";0;20.05966586015515;38.24571228027344;0.9714787006378174;0.9940716624259949
382;156;ocean.bmp;img156.bmp;"0.29797
";0;45.01820142211406;32.04326248168945;0.8707782626152039;0.9442782402038574
390;164;ocean.bmp;img164.bmp;"0.15037
";0;67.82709016093094;28.096715927124023;0.7458558678627014;0.8097055554389954
420;194;ocean.bmp;img194.bmp;"0.48142
";0;33.161859024007995;34.021705627441406;0.9149885177612305;0.9740888476371765
254;28;ocean.bmp;img28.bmp;"0
";1;0.0;0.0;0.0;0.0
395;169;ocean.bmp;img169.bmp;"0
";1;0.0;0.0;0.0;0.0
249;23;paintedhouse.bmp;img23.bmp;"0.29938
";0;74.25212011875597;27.52142333984375;0.7884640693664551;0.9060972332954407
282;56;paintedhouse.bmp;img56.bmp;"0.62819
";0;41.43384300393491;31.06711769104004;0.8884574770927429;0.9696785807609558
317;91;paintedhouse.bmp;img91.bmp;"0.29938
";0;73.58912301389574;27.52142333984375;0.7884640693664551;0.9060972332954407
378;152;paintedhouse.bmp;img152.bmp;"0.42863
";0;42.760360296319064;29.164764404296875;0.8438790440559387;0.9451667666435242
441;215;paintedhouse.bmp;img215.bmp;"0.18284
";0;65.16467870739736;25.035572052001953;0.6799178123474121;0.8084301352500916
454;228;paintedhouse.bmp;img228.bmp;"1.4535
";0;24.51332756997572;35.851280212402344;0.9540848135948181;0.9909829497337341
246;20;paintedhouse.bmp;img20.bmp;"0
";1;0.0;inf;1.0;1.0
398;172;paintedhouse.bmp;img172.bmp;"0
";1;0.0;0.0;0.0;0.0
258;32;parrots.bmp;img32.bmp;"0.33221
";0;42.52118607682714;23.005701065063477;0.9342350363731384;0.9593085646629333
298;72;parrots.bmp;img72.bmp;"0.92118
";0;27.804812294443636;24.338642120361328;0.9666783213615417;0.9851844310760498
329;103;parrots.bmp;img103.bmp;"0.31453
";0;45.39754888512183;23.120105743408203;0.9304518103599548;0.9564754366874695
375;149;parrots.bmp;img149.bmp;"0.21
";0;46.86060607831901;21.99798011779785;0.8895129561424255;0.9075744152069092
422;196;parrots.bmp;img196.bmp;"0.15717
";0;59.998116443912735;21.315319061279297;0.8193502426147461;0.8073558807373047
459;233;parrots.bmp;img233.bmp;"0.15717
";0;58.226803040070436;21.315319061279297;0.8193502426147461;0.8073558807373047
335;109;parrots.bmp;img109.bmp;"0
";1;0.0;inf;1.0;1.0
368;142;parrots.bmp;img142.bmp;"0
";1;0.0;0.0;0.0;0.0
243;17;plane.bmp;img17.bmp;"2.1241
";0;22.549912901628197;34.068721771240234;0.9826309084892273;0.99417644739151
251;25;plane.bmp;img25.bmp;"0.42568
";0;43.68712908418356;27.62083625793457;0.9231469035148621;0.966057300567627
266;40;plane.bmp;img40.bmp;"0.9083
";0;28.328278947726663;30.887388229370117;0.9590163230895996;0.9865350723266602
391;165;plane.bmp;img165.bmp;"0.27649
";0;44.48057974318524;25.419401168823242;0.8906651139259338;0.9383115768432617
427;201;plane.bmp;img201.bmp;"0.1628
";0;58.632081877725426;22.756052017211914;0.8161517977714539;0.8454549312591553
302;76;plane.bmp;img76.bmp;"0
";1;0.0;inf;1.0;1.0
417;191;plane.bmp;img191.bmp;"0
";1;0.0;inf;1.0;1.0
235;9;rapids.bmp;img9.bmp;"0.43058
";0;60.311410102786176;21.586822509765625;0.7841072082519531;0.8822717666625977
261;35;rapids.bmp;img35.bmp;"0.29138
";0;70.95845439731096;20.766284942626953;0.7268705368041992;0.8290801644325256
336;110;rapids.bmp;img110.bmp;"0.85997
";0;46.98621621162363;23.77976417541504;0.8665146231651306;0.9397546648979187
372;146;rapids.bmp;img146.bmp;"1.4648
";0;29.248914863447652;25.126169204711914;0.9115126729011536;0.9609329700469971
425;199;rapids.bmp;img199.bmp;"0.17405
";0;61.96685136723782;18.516387939453125;0.6130948066711426;0.7100016474723816
257;31;rapids.bmp;img31.bmp;"0
";1;0.0;inf;1.0;1.0
365;139;rapids.bmp;img139.bmp;"0
";1;0.0;inf;1.0;1.0
297;71;sailing1.bmp;img71.bmp;"0.89555
";0;31.074071335136953;31.9080867767334;0.9259156584739685;0.9795135855674744
328;102;sailing1.bmp;img102.bmp;"0.9069
";0;29.55677719914686;32.04696273803711;0.9265300631523132;0.980191707611084
332;106;sailing1.bmp;img106.bmp;"3.2723
";0;21.616919193013956;38.36692810058594;0.9878954887390137;0.996462881565094
347;121;sailing1.bmp;img121.bmp;"0.54289
";0;38.88609401355043;30.203035354614258;0.8816713690757751;0.9605105519294739
401;175;sailing1.bmp;img175.bmp;"0.2724
";0;49.98714110290032;27.339340209960938;0.7877113819122314;0.8916556239128113
436;210;sailing1.bmp;img210.bmp;"0.17035
";0;62.42299401695418;24.984926223754883;0.6814780235290527;0.7813274264335632
314;88;sailing1.bmp;img88.bmp;"0
";1;0.0;inf;1.0;1.0
348;122;sailing1.bmp;img122.bmp;"0
";1;0.0;0.0;0.0;0.0
293;67;sailing2.bmp;img67.bmp;"0.55609
";0;34.36752098639735;33.83864974975586;0.953252375125885;0.98593670129776
325;99;sailing2.bmp;img99.bmp;"0.31806
";0;48.44187431552397;30.934526443481445;0.916313886642456;0.9588828682899475
337;111;sailing2.bmp;img111.bmp;"0.39285
";0;44.80579447008242;31.839582443237305;0.9342744946479797;0.9733793139457703
350;124;sailing2.bmp;img124.bmp;"0.16377
";0;60.082531171978836;26.48686408996582;0.8067130446434021;0.8451388478279114
370;144;sailing2.bmp;img144.bmp;"1.3781
";0;21.425352466359897;36.750335693359375;0.9772674441337585;0.9943148493766785
403;177;sailing2.bmp;img177.bmp;"0.17097
";0;59.21107877285364;26.709911346435547;0.8138397336006165;0.8526442646980286
278;52;sailing2.bmp;img52.bmp;"0
";1;0.0;inf;1.0;1.0
445;219;sailing2.bmp;img219.bmp;"0
";1;0.0;0.0;0.0;0.0
264;38;sailing3.bmp;img38.bmp;"0.91991
";0;31.940080757371334;40.078182220458984;0.9641401171684265;0.9924211502075195
309;83;sailing3.bmp;img83.bmp;"0.59313
";0;39.126547554715955;37.38264465332031;0.9471519589424133;0.9859511256217957
334;108;sailing3.bmp;img108.bmp;"0.33148
";0;56.20055376716059;33.6989860534668;0.9084129333496094;0.9617493152618408
371;145;sailing3.bmp;img145.bmp;"0.16271
";0;63.81598196499471;27.45462989807129;0.7865311503410339;0.8329402804374695
432;206;sailing3.bmp;img206.bmp;"1.8247
";0;22.36077002995832;43.80050277709961;0.9811431765556335;0.9967127442359924
449;223;sailing3.bmp;img223.bmp;"0.16271
";0;63.673955042979145;27.45462989807129;0.7865311503410339;0.8329402804374695
245;19;sailing3.bmp;img19.bmp;"0
";1;0.0;inf;1.0;1.0
448;222;sailing3.bmp;img222.bmp;"0
";1;0.0;0.0;0.0;0.0
241;15;sailing4.bmp;img15.bmp;"0.55225
";0;47.84250739717017;24.501819610595703;0.8640144467353821;0.9299798607826233
263;37;sailing4.bmp;img37.bmp;"0.30951
";0;63.77800813801863;19.73274803161621;0.79254549741745;0.8485620617866516
273;47;sailing4.bmp;img47.bmp;"0.42826
";0;52.68258889470214;23.327608108520508;0.8368716835975647;0.906572163105011
392;166;sailing4.bmp;img166.bmp;"0.16614
";0;61.350283375020645;21.49932289123535;0.6920523047447205;0.7424082159996033
423;197;sailing4.bmp;img197.bmp;"0.16614
";0;61.16381409284535;21.49932289123535;0.6920523047447205;0.7424082159996033
440;214;sailing4.bmp;img214.bmp;"1.2926
";0;23.764227931406232;27.64542007446289;0.9317800998687744;0.9707799553871155
232;6;sailing4.bmp;img6.bmp;"0
";1;0.0;inf;1.0;1.0
399;173;sailing4.bmp;img173.bmp;"0
";1;0.0;0.0;0.0;0.0
237;11;statue.bmp;img11.bmp;"0.29625
";0;56.44735042407491;24.206254959106445;0.8581064343452454;0.9132289290428162
239;13;statue.bmp;img13.bmp;"2.7772
";0;19.53742657254039;33.03242874145508;0.9807630181312561;0.9934832453727722
296;70;statue.bmp;img70.bmp;"2.1953
";0;19.56748371978346;32.04606246948242;0.9756832122802734;0.9918157458305359
356;130;statue.bmp;img130.bmp;"1.103
";0;22.436113966625584;29.247678756713867;0.95223468542099;0.9826770424842834
444;218;statue.bmp;img218.bmp;"0.16597
";0;60.40688876673067;21.618289947509766;0.735579252243042;0.7805590629577637
447;221;statue.bmp;img221.bmp;"0.16597
";0;60.867560158101796;21.618289947509766;0.735579252243042;0.7805590629577637
313;87;statue.bmp;img87.bmp;"0
";1;0.0;inf;1.0;1.0
434;208;statue.bmp;img208.bmp;"0
";1;0.0;0.0;0.0;0.0
242;16;stream.bmp;img16.bmp;"0.57467
";0;52.55754452877917;23.563875198364258;0.73143070936203;0.8944931030273438
311;85;stream.bmp;img85.bmp;"0.41781
";0;63.64900697984106;23.398550033569336;0.6821832060813904;0.8709314465522766
326;100;stream.bmp;img100.bmp;"0.29203
";0;75.27899604270353;20.498064041137695;0.6041550040245056;0.7783754467964172
363;137;stream.bmp;img137.bmp;"1.6833
";0;21.345826222120394;26.081737518310547;0.8778794407844543;0.9572529792785645
411;185;stream.bmp;img185.bmp;"1.0008
";0;29.738772903819356;24.753158569335938;0.8138105273246765;0.9342944622039795
443;217;stream.bmp;img217.bmp;"0.20131
";0;64.41510961861735;21.019241333007812;0.5157315731048584;0.7019872665405273
233;7;stream.bmp;img7.bmp;"0
";1;0.0;inf;1.0;1.0
438;212;stream.bmp;img212.bmp;"0
";1;0.0;0.0;0.0;0.0
271;45;studentsculpture.bmp;img45.bmp;"0.82276
";0;43.26832513569606;23.21300506591797;0.8406150937080383;0.9533513188362122
279;53;studentsculpture.bmp;img53.bmp;"2.338
";0;26.530641359588333;23.645742416381836;0.9428739547729492;0.9847601056098938
285;59;studentsculpture.bmp;img59.bmp;"0.88289
";0;42.498997253886785;22.110685348510742;0.8500986099243164;0.9553546905517578
353;127;studentsculpture.bmp;img127.bmp;"0.22008
";0;59.24963651950959;19.669300079345703;0.5431334972381592;0.7549654841423035
406;180;studentsculpture.bmp;img180.bmp;"0.22008
";0;59.802873955570725;19.669300079345703;0.5431334972381592;0.7549654841423035
426;200;studentsculpture.bmp;img200.bmp;"0.44665
";0;46.6921578408488;22.223875045776367;0.7285613417625427;0.8960425853729248
260;34;studentsculpture.bmp;img34.bmp;"0
";1;0.0;inf;1.0;1.0
384;158;studentsculpture.bmp;img158.bmp;"0
";1;0.0;0.0;0.0;0.0
284;58;woman.bmp;img58.bmp;"2.7803
";0;26.8204323957816;25.665443420410156;0.9270841479301453;0.9541516900062561
291;65;woman.bmp;img65.bmp;"0.38194
";0;56.16757692494108;18.983829498291016;0.7336001396179199;0.8039208054542542
342;116;woman.bmp;img116.bmp;"3.266
";0;25.296969611743133;26.371673583984375;0.9365136027336121;0.9597591757774353
376;150;woman.bmp;img150.bmp;"1.1368
";0;30.069815195136;22.969478607177734;0.8592739701271057;0.9157490134239197
393;167;woman.bmp;img167.bmp;"0.23546
";0;52.792812754832575;18.432292938232422;0.6693876385688782;0.7480284571647644
446;220;woman.bmp;img220.bmp;"0.17194
";0;58.742827976591705;19.19185447692871;0.6098166108131409;0.6666725277900696
236;10;woman.bmp;img10.bmp;"0
";1;0.0;inf;1.0;1.0
415;189;woman.bmp;img189.bmp;"0
";1;0.0;0.0;0.0;0.0
227;1;womanhat.bmp;img1.bmp;"0.3263
";0;55.67451331018688;28.77572250366211;0.8721659779548645;0.9309520125389099
315;89;womanhat.bmp;img89.bmp;"0.45313
";0;44.31871652762005;30.237903594970703;0.901228666305542;0.954325258731842
333;107;womanhat.bmp;img107.bmp;"0.60102
";0;37.18731870129031;31.494421005249023;0.9188559651374817;0.9670097231864929
364;138;womanhat.bmp;img138.bmp;"0.15771
";0;61.19507964387755;25.242820739746094;0.7467973828315735;0.7642648220062256
380;154;womanhat.bmp;img154.bmp;"0.16225
";0;62.67484278906548;25.382022857666016;0.7548861503601074;0.7669463157653809
394;168;womanhat.bmp;img168.bmp;"1.4703
";0;22.04930214641378;34.598052978515625;0.9606761932373047;0.985963761806488
252;26;womanhat.bmp;img26.bmp;"0
";1;0.0;inf;1.0;1.0
416;190;womanhat.bmp;img190.bmp;"0
";1;0.0;0.0;0.0;0.0
